domain	tier	tier_name	control_axis	physical_path	rationale	review_status
skin-care-supplies-dressings-barrier-products-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/skin-care-supplies-dressings-barrier-products-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
sleep-circadian-recovery	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/sleep-circadian-recovery	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
sleep-disordered-breathing-screening-treatment-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/sleep-disordered-breathing-screening-treatment-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
small-claims-civil-dispute-resolution-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/small-claims-civil-dispute-resolution-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
smell-taste-chemosensory-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/smell-taste-chemosensory-continuity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
smoke-alarm-home-fire-escape-readiness-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/smoke-alarm-home-fire-escape-readiness-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
snap-ebt-redemption-retailer-payment-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/snap-ebt-redemption-retailer-payment-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
snap-eligibility-recertification-abawd-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/snap-eligibility-recertification-abawd-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
snow-ice-sidewalk-winter-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/snow-ice-sidewalk-winter-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
social-communication-pragmatic-language-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/social-communication-pragmatic-language-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
social-connection-relational-infra	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/social-connection-relational-infra	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
social-determinants-community-vulnerability	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/social-determinants-community-vulnerability	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
social-prescribing-community-referral-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/social-prescribing-community-referral-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
social-protection-benefits-delivery	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/social-protection-benefits-delivery	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
social-security-earnings-benefit-record-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/social-security-earnings-benefit-record-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
software-supply-chain-dependency-provenance-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/software-supply-chain-dependency-provenance-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
software-update-vulnerability-patch-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/software-update-vulnerability-patch-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
soil-health-land-degradation-drought-resilience	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/soil-health-land-degradation-drought-resilience	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
space-extreme-habitation	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/space-extreme-habitation	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
space-weather-geomagnetic-storm-resilience	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/space-weather-geomagnetic-storm-resilience	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
special-diet-allergy-school-meal-accommodation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/special-diet-allergy-school-meal-accommodation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
special-education-iep-504-accommodation-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/special-education-iep-504-accommodation-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
specialist-referral-authorization-navigation-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/specialist-referral-authorization-navigation-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
speech-language-communication-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/speech-language-communication-continuity	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
speech-sound-disorder-articulation-phonology-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/speech-sound-disorder-articulation-phonology-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
spinal-cord-injury-paralysis-secondary-complications-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/spinal-cord-injury-paralysis-secondary-complications-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
spinal-muscular-atrophy-motor-neuron-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/spinal-muscular-atrophy-motor-neuron-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
spiritual-care-religious-practice-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/spiritual-care-religious-practice-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
sports-concussion-return-to-play-protocol-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/sports-concussion-return-to-play-protocol-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
ssi-ssdi-disability-review-appeal-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/ssi-ssdi-disability-review-appeal-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
stairs-steps-handrail-threshold-fall-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/stairs-steps-handrail-threshold-fall-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
stalking-harassment-protection-order-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/stalking-harassment-protection-order-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
standards-metrology-quality-infrastructure	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/standards-metrology-quality-infrastructure	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
stem-cell-reserve-renewal	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/stem-cell-reserve-renewal	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
sterilization-disinfection-infection-control	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/sterilization-disinfection-infection-control	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
storm-drain-catch-basin-local-flooding-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/storm-drain-catch-basin-local-flooding-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
street-tree-branch-hazard-shade-maintenance-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/street-tree-branch-hazard-shade-maintenance-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
streetlight-outage-nighttime-visibility-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/streetlight-outage-nighttime-visibility-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
student-financial-aid-grant-scholarship-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/student-financial-aid-grant-scholarship-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
student-loan-servicing-repayment-forgiveness-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/student-loan-servicing-repayment-forgiveness-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
stuttering-fluency-participation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/stuttering-fluency-participation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
substance-exposure-control	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/substance-exposure-control	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
substance-use-treatment-recovery-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/substance-use-treatment-recovery-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
sudden-hearing-loss-urgent-referral-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/sudden-hearing-loss-urgent-referral-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
suicide-crisis-response-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/suicide-crisis-response-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
summer-ebt-sun-bucks-school-break-food-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/summer-ebt-sun-bucks-school-break-food-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
summer-food-service-program-site-access-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/summer-food-service-program-site-access-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
supply-chain-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/supply-chain-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
supported-decision-making-guardianship-rights	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/supported-decision-making-guardianship-rights	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
surgical-anesthesia-perioperative-safety	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/surgical-anesthesia-perioperative-safety	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
surgical-wound-dehiscence-ssi-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/surgical-wound-dehiscence-ssi-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
surprise-billing-balance-bill-protection-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/surprise-billing-balance-bill-protection-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
survival-analysis-healthspan-risk-modeling	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/survival-analysis-healthspan-risk-modeling	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
survivor-benefits-death-notification-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/survivor-benefits-death-notification-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
survivor-safe-housing-emergency-transfer-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/survivor-safe-housing-emergency-transfer-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
swallowing-dysphagia-aspiration-nutrition	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/swallowing-dysphagia-aspiration-nutrition	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
synthetic-biological-intelligence-organoid-computing-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/synthetic-biological-intelligence-organoid-computing-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
synthetic-biology-biosecurity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/synthetic-biology-biosecurity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
synthetic-data-generation-validation-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/synthetic-data-generation-validation-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
synthetic-media-watermarking-disclosure-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/synthetic-media-watermarking-disclosure-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
systematic-review-protocol-search-screening-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/systematic-review-protocol-search-screening-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
tanf-cash-assistance-work-support-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tanf-cash-assistance-work-support-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
tax-administration-filing-record-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tax-administration-filing-record-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
taxi-rideshare-demand-response-mobility-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/taxi-rideshare-demand-response-mobility-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
technology-foresight-horizon-scanning	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/technology-foresight-horizon-scanning	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
telecommunications-network-resilience-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/telecommunications-network-resilience-continuity	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
telehealth-remote-monitoring-access	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/telehealth-remote-monitoring-access	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
telomere-maintenance	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/telomere-maintenance	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
temporomandibular-orofacial-pain-jaw-function-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/temporomandibular-orofacial-pain-jaw-function-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
tenant-screening-rental-access-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/tenant-screening-rental-access-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
territorial-island-health-infrastructure-access-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/territorial-island-health-infrastructure-access-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
texture-modified-diet-thickened-liquid-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/texture-modified-diet-thickened-liquid-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
thermal-homeostasis-resilience	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/thermal-homeostasis-resilience	直接维护身体、脑、器官、衰老、损伤或生命系统这些可能性源体。	heuristic-v0.1
thermal-stress-sauna-cold-exposure-hormesis-governance-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/thermal-stress-sauna-cold-exposure-hormesis-governance-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
thermostat-temperature-control-thermal-comfort-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/thermostat-temperature-control-thermal-comfort-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
third-party-reproduction-surrogacy-donor-legal-ethics-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/third-party-reproduction-surrogacy-donor-legal-ethics-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
third-place-belonging-social-participation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/third-place-belonging-social-participation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
thunderstorm-lightning-outdoor-safety-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/thunderstorm-lightning-outdoor-safety-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
thymic-involution-naive-t-cell-output-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/thymic-involution-naive-t-cell-output-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
thyroid-disease-endocrine-function-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/thyroid-disease-endocrine-function-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
tick-bite-lyme-rickettsial-prevention-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tick-bite-lyme-rickettsial-prevention-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
time-allocation-effective-time	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/time-allocation-effective-time	主要放大主体学习、认知、工具使用和生成新路径的能力。	heuristic-v0.1
tinnitus-sound-tolerance-sleep-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tinnitus-sound-tolerance-sleep-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
tobacco-nicotine-cessation-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tobacco-nicotine-cessation-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
tooth-loss-prosthodontic-chewing-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tooth-loss-prosthodontic-chewing-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
tornado-warning-safe-room-shelter-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/tornado-warning-safe-room-shelter-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
toxic-mushroom-foraging-poisoning-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/toxic-mushroom-foraging-poisoning-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
toxic-plume-air-monitoring-risk-communication-continuity	C3	可能性生成引擎层	主体能力生成	domains/c3-generation-engine/toxic-plume-air-monitoring-risk-communication-continuity	关键词显示该域主要增强认知、学习、工具、AI、技能或沟通能力。	heuristic-v0.1
toy-small-parts-choking-ingestion-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/toy-small-parts-choking-ingestion-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
trademark-brand-identity-rights-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/trademark-brand-identity-rights-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
transfusion-blood-management-hemorrhage-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/transfusion-blood-management-hemorrhage-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
transit-fare-payment-toll-account-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/transit-fare-payment-toll-account-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
transition-age-youth-mental-health-service-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/transition-age-youth-mental-health-service-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
transportation-access-mobility	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/transportation-access-mobility	主要提供主体展开未来所需的基础环境、资源、治理或基础设施。	heuristic-v0.1
trauma-ptsd-adversity-recovery-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/trauma-ptsd-adversity-recovery-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
trauma-system-hemorrhage-control-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/trauma-system-hemorrhage-control-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
traumatic-brain-injury-neurotrauma-recovery	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/traumatic-brain-injury-neurotrauma-recovery	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
travel-advisory-consular-assistance-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/travel-advisory-consular-assistance-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
travel-health-preparedness-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/travel-health-preparedness-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
travel-insurance-trip-protection-claims-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/travel-insurance-trip-protection-claims-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
trenching-excavation-cave-in-worker-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/trenching-excavation-cave-in-worker-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
tribal-health-sovereignty-service-access-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/tribal-health-sovereignty-service-access-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
trust-estate-affairs-succession-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/trust-estate-affairs-succession-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
trustworthy-scientific-communication-peer-review	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/trustworthy-scientific-communication-peer-review	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
tsunami-warning-coastal-evacuation-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/tsunami-warning-coastal-evacuation-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
ubiquitin-proteasome-protein-turnover-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/ubiquitin-proteasome-protein-turnover-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
uncertainty-quantification-model-calibration	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/uncertainty-quantification-model-calibration	主要把科学、医疗、数据、制度或技术从潜在能力转成真实可用路径。	heuristic-v0.1
undersea-cable-internet-backbone-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/undersea-cable-internet-backbone-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
unemployment-insurance-claim-appeal-identity-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/unemployment-insurance-claim-appeal-identity-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
unemployment-insurance-wage-record-continuity	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/unemployment-insurance-wage-record-continuity	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
unused-medicine-takeback-disposal-continuity	C4	可能性转换通道层	路径转换接口	domains/c4-conversion-channel/unused-medicine-takeback-disposal-continuity	关键词显示该域主要处理研究、数据、模型、服务入口、身份记录、转化或治理接口。	heuristic-v0.1
urban-planning-land-use-zoning-resilience	C5	可能性生态承载层	外部生态承载	domains/c5-ecological-substrate/urban-planning-land-use-zoning-resilience	关键词显示该域主要承载能源、水、食物、住房、治理、经济、通信、灾害或基础设施环境。	heuristic-v0.1
urinary-diversion-urostomy-supplies-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/urinary-diversion-urostomy-supplies-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
urinary-retention-bladder-emptying-continuity	C6	局部可能性解锁层	局部阻塞解除	domains/c6-local-unlocking/urinary-retention-bladder-emptying-continuity	未命中更高层边界、载体、能力、转换或生态规则，暂归为具体场景的局部可能性解锁。	heuristic-v0.1
urinary-tract-infection-pyelonephritis-urosepsis-continuity	C2	可能性源体维护层	生命载体维护	domains/c2-source-maintenance/urinary-tract-infection-pyelonephritis-urosepsis-continuity	关键词显示该域主要维护身体、脑、器官、细胞、急性生命风险或衰老损伤控制。	heuristic-v0.1
